Source_X,Source_Y,Source_Z,Absorb_X,Absorb_Y,Absorb_Z,Scatter_X,Scatter_Y,Scatter_Z,Theta,Energy
15.69,33.45,200,24.6,6.062827484454873,-96.62204559901697,24.6,1.26,0.0,1.0698192804753721,997077.0817352517
15.69,33.45,200,4.52,15.262511143143891,-96.75272104612148,4.52,5.98,0.0,0.38111330021046297,977422.7015875987
15.69,33.45,200,28.37,40.307181888719605,-91.03521352342662,28.37,32.21,0.0,0.6271246061171345,991541.3000039784
6.88,29.37,200,12.56,41.84021630481031,-92.02344619998328,12.56,31.88,0.0,0.08923015437738786,703542.0891759756
6.88,29.37,200,4.87,13.128613568820796,-93.70105734784985,4.87,3.13,0.0,0.01665210627465337,76340.35146941536
6.88,29.37,200,36.82,22.294764078100474,-95.99659642735534,36.82,12.3,0.0,0.032361640496024476,237892.65495649015
6.88,29.37,200,24.27,4.0691412491494745,-91.20830528788888,24.27,1.16,0.0,1.2756141787753337,997942.3056842827
6.88,29.37,200,21.34,22.313145917651866,-109.92622474959312,21.34,14.24,0.0,0.631209085014691,991649.504046057
26.01,0.84,200,29.61,38.6012146344261,-96.96359858343604,29.61,28.82,0.0,0.20956518651309053,929027.9805889907
26.01,0.84,200,35.0,6.958506113615758,-101.56028514135693,35.0,12.39,0.0,2.1449798025860103,999271.2411221254
26.01,0.84,200,9.33,22.862769989802302,-96.02691988275649,9.33,13.24,0.0,0.27554523024284916,957681.3101159534
26.01,0.84,200,13.4,39.6197611087486,-92.01679792431044,13.4,29.62,0.0,0.006912195057403286,14040.892402405269
26.01,0.84,200,24.82,31.467379438499407,-98.70880355249679,24.82,23.16,0.0,0.5903642960391261,990465.4725187398
8.51,13.45,200,7.92,27.28857860399595,-109.80282741960339,7.92,18.1,0.0,0.4056201735958019,980015.5658892693
8.51,13.45,200,33.52,36.8520210094217,-105.63480032354423,33.52,38.78,0.0,1.7648090744288298,998923.8633338913
8.51,13.45,200,8.03,-0.2724551160113018,-106.96884606956914,8.03,7.49,0.0,2.45948467769786,999445.5865453365
8.51,13.45,200,11.89,21.744173900498815,-92.44205595313495,11.89,12.62,0.0,0.42164389850160044,981478.0347556426
8.51,13.45,200,33.93,13.590743550223412,-108.824997362045,33.93,4.99,0.0,0.5353809262643272,988430.3662705633
23.45,3.45,200,7.65,38.25848762778016,-108.02983347996147,7.65,35.5,0.0,1.2913237129967048,997991.9647312042
23.45,3.45,200,30.2,35.10931013237581,-92.89097669821257,30.2,25.98,0.0,0.42038713576389075,981369.1918609386
23.45,3.45,200,39.09,-0.0020434396768971297,-99.12591399391279,39.09,7.54,0.0,2.425237893095271,999429.829659488
23.45,3.45,200,4.17,17.720310521483402,-106.78703855467973,4.17,11.26,0.0,0.8684230517573946,995570.9152617207
23.45,3.45,200,29.72,21.74337451845161,-107.86937238090633,29.72,31.49,0.0,2.916003742170904,999605.5041949085
4.34,38.42,200,20.51,-2.1204700122346756,-104.47865938652423,20.51,4.05,0.0,2.2357809103855355,999329.1871797976
4.34,38.42,200,10.59,35.41245602655133,-103.65594130464729,10.59,28.76,0.0,0.8429736063187734,995300.730378522
4.34,38.42,200,31.14,15.832564700228154,-107.08772823653763,31.14,6.72,0.0,0.4244716146614472,981719.4922468475
4.34,38.42,200,7.09,36.307253365199145,-109.09881622755037,7.09,26.51,0.0,0.20171041940240497,923822.2141572356
4.34,38.42,200,35.35,17.920447168154034,-105.44914775367714,35.35,9.25,0.0,0.5215565361495207,987816.4838358844
30.63,24.88,200,14.1,26.605555861258566,-103.9039118388516,14.1,16.77,0.0,0.18160221559904996,907662.3997125045
30.63,24.88,200,19.51,22.313213656583166,-100.94889692203643,19.51,12.36,0.0,0.096770730803646,736231.6396762384
30.63,24.88,200,13.47,25.145984627433304,-90.00035961324858,13.47,26.12,0.0,1.6683525343096113,998795.995838087
30.63,24.88,200,34.16,23.541304173745235,-101.43100466520367,34.16,15.03,0.0,0.5526614139078354,989134.8248212462
30.63,24.88,200,5.02,32.199676369004116,-92.62375310574022,5.02,22.56,0.0,0.2692614165543007,955771.4442229369
2.86,32.52,200,13.29,10.182230183370296,-90.43462677619036,13.29,0.27,0.0,0.1325884688283721,839738.5912330048
2.86,32.52,200,23.73,29.981310413277374,-106.54479869430831,23.73,21.22,0.0,0.5030192857683027,986913.9384003723
2.86,32.52,200,29.72,35.744700189524124,-90.00012557141245,29.72,31.4,0.0,1.1213465527214694,997338.8273867202
2.86,32.52,200,29.6,28.281904895977192,-91.21235502175908,29.6,21.66,0.0,0.8470580852163299,995345.7292484712
2.86,32.52,200,6.33,27.323883799503463,-90.79663004580276,6.33,17.41,0.0,0.13133170609066241,837158.5704497756
23.7,30.14,200,30.23,14.054189405480646,-109.66040067679117,30.23,4.07,0.0,0.05624013251250855,485265.6936439558
23.7,30.14,200,10.61,24.847602021237243,-107.43187271504175,10.61,14.94,0.0,0.13604456635707377,846544.1119856389
23.7,30.14,200,5.77,27.374164076108237,-93.16344275756938,5.77,20.2,0.0,0.7707097489004664,994383.3823288345
23.7,30.14,200,35.22,17.8533903914469,-95.12139339339103,35.22,8.65,0.0,0.40184988538267286,979646.4755295885
23.7,30.14,200,25.8,30.576264333681866,-109.74635264490692,25.8,20.58,0.0,0.02733458954518572,182140.88529443927
3.8,32.91,200,39.58,17.450505445029805,-109.74106040153322,39.58,8.23,0.0,0.39745121580068893,979202.8928063163
3.8,32.91,200,17.46,10.644652269028706,-90.0013246469677,17.46,5.15,0.0,0.9890722745775247,996582.0637665493
3.8,32.91,200,12.99,43.326323036330685,-100.72221422993573,12.99,33.65,0.0,0.2551228357550667,950980.3984906453
3.8,32.91,200,17.73,17.466852535823268,-98.3725564905011,17.73,9.39,0.0,0.6305807036458361,991632.9924977307
3.8,32.91,200,21.83,24.79401230456262,-97.23841811154959,21.83,14.81,0.0,0.05655432319693597,488049.2251351658
24.79,8.03,200,32.14,19.01504907066029,-100.84024103193835,32.14,10.06,0.0,0.4612319247394556,984473.8431996076
24.79,8.03,200,30.69,37.73986676471885,-101.9802366288798,30.69,27.76,0.0,0.06346651825433926,545575.5120940034
24.79,8.03,200,32.37,7.936534405441691,-104.27036451088892,32.37,17.83,0.0,2.995493985331042,999626.1513723718
24.79,8.03,200,27.27,39.11781787806136,-109.85359732164687,27.27,29.28,0.0,0.18034545286134027,906491.7397731857
24.79,8.03,200,29.17,41.02474077874928,-92.37337157999504,29.17,37.76,0.0,1.2382254873284704,997816.4444641663
1.2,33.1,200,4.27,35.54867877024276,-99.52966441923064,4.27,26.44,0.0,0.42541418671472947,981798.9360488767
1.2,33.1,200,33.51,43.22410352600533,-109.4544738826966,33.51,38.66,0.0,1.0968396793361304,997218.9190722852
1.2,33.1,200,21.23,21.194314981845555,-100.78495372612146,21.23,11.26,0.0,0.11467959981600906,796744.2255462809
1.2,33.1,200,37.17,3.323146903729918,-99.55880563314291,37.17,7.73,0.0,2.027158295925727,999184.147452803
1.2,33.1,200,25.47,42.51240030233117,-105.78951368434558,25.47,33.8,0.0,0.5130733876699802,987415.3838381713
33.0,2.23,200,29.68,17.007369833181585,-90.58337967721744,29.68,7.01,0.0,0.022935919963201813,135543.66476153664
33.0,2.23,200,32.35,37.64113860576448,-104.81849487427834,32.35,27.65,0.0,0.04210155171327456,345688.31591657933
33.0,2.23,200,33.54,24.667367040126503,-107.56596443288227,33.54,14.68,0.0,0.05027050950838753,429625.74597556517
33.0,2.23,200,8.35,37.591137956405994,-92.79673270623353,8.35,30.17,0.0,0.7345778201913128,993820.7672356572
33.0,2.23,200,29.3,-2.4552754415671574,-95.39598288972354,29.3,6.36,0.0,2.649884232460878,999522.3472515076
14.79,15.13,200,24.38,9.503773725268168,-109.30496348761687,24.38,12.89,0.0,1.9162489843228472,999087.072882888
14.79,15.13,200,24.47,2.9090911040151672,-92.46212731068036,24.47,3.93,0.0,1.6730653945760225,998802.7608188244
14.79,15.13,200,19.02,28.359521060524568,-108.09253605770368,19.02,35.3,0.0,2.337892882824448,999386.4631345035
14.79,15.13,200,5.74,31.479614017664233,-91.36726903433492,5.74,22.1,0.0,0.35409290134970467,973938.7789167131
14.79,15.13,200,19.15,20.933843719855467,-105.38071602622318,19.15,13.87,0.0,0.7864192831218374,994604.334495112
21.09,37.02,200,25.05,19.60587906057826,-93.20235113101758,25.05,9.64,0.0,0.082632150004412,670529.7621182823
21.09,37.02,200,7.82,22.845361622890604,-105.29942988759316,7.82,13.97,0.0,0.4788266030673912,985577.7494566394
21.09,37.02,200,36.36,18.01230832715548,-96.31566150577152,36.36,8.09,0.0,0.12473370171768657,822612.1635097142
21.09,37.02,200,9.4,16.504809250627453,-107.91037685072973,9.4,9.39,0.0,0.7791928973800067,994504.3436483584
21.09,37.02,200,9.11,26.343973360374555,-92.36426283443289,9.11,24.75,0.0,1.4107161730791251,998316.910394884
5.37,31.64,200,7.49,13.45262040627513,-109.78093479185615,7.49,4.06,0.0,0.3503226131365756,973389.8105831991
5.37,31.64,200,3.26,30.63608447676937,-109.99977840941636,3.26,34.36,0.0,1.9523809130320007,999120.518000104
5.37,31.64,200,21.01,20.360470012234675,-108.7936431919778,21.01,14.19,0.0,0.9058117432042578,995927.5378768687
5.37,31.64,200,22.44,17.419749150300312,-109.89952663416369,22.44,25.2,0.0,2.4623123938577067,999446.8582901895
5.37,31.64,200,27.59,33.63995158257035,-102.48871944249272,27.59,27.07,0.0,0.8539702802737332,995420.424382093
20.13,13.05,200,23.93,0.07184123072106313,-98.25993655765586,23.93,0.02,0.0,1.5656121805018441,998633.0245206519
20.13,13.05,200,35.25,31.156698196583655,-92.27424057906775,35.25,21.56,0.0,0.2849709507756718,960325.2480435385
20.13,13.05,200,36.73,31.768120032270254,-92.52919619948136,36.73,33.73,0.0,1.7682651719575315,998928.0610326728
20.13,13.05,200,9.0,13.596168943346491,-97.65581440284066,9.0,5.81,0.0,0.6783376876788042,992761.4058825675
20.13,13.05,200,35.08,16.243673694023997,-91.358786436198,35.08,6.27,0.0,0.0725780481027345,610902.9858765494
32.6,19.87,200,27.58,29.682997551542485,-92.85793990918867,27.58,26.6,0.0,1.2573911190785432,997882.3598674109
32.6,19.87,200,20.79,9.955838248788062,-104.46853548653532,20.79,19.86,0.0,3.0030345617573,999628.025347795
32.6,19.87,200,37.14,18.354359177859372,-92.91328317026958,37.14,25.96,0.0,2.434977804312521,999434.3786453218
32.6,19.87,200,18.2,22.374330976145128,-99.25298263026949,18.2,15.4,0.0,0.7989869104989343,994771.8581764653
32.6,19.87,200,7.32,27.223586648006833,-92.76149701191403,7.32,30.93,0.0,1.9504957689254363,999118.8188121232
22.7,0.83,200,28.26,13.015154982171705,-91.87431879748178,28.26,7.1,0.0,0.9378591930158549,996200.056493762
22.7,0.83,200,0.72,21.44394002317187,-93.63754841517388,0.72,11.77,0.0,0.25606540780834897,951323.0800089582
22.7,0.83,200,31.53,-0.35349966241604136,-109.03410456873462,31.53,9.45,0.0,2.9430241410316627,999612.7104573448
22.7,0.83,200,22.87,38.253060291231925,-106.41966405284138,22.87,29.67,0.0,0.5388370237930289,988576.6144000517
22.7,0.83,200,9.92,14.16901477312581,-108.7216805058342,9.92,24.0,0.0,2.957476912515324,999616.4841886972
26.0,6.89,200,36.13,36.15168352395776,-95.68882159049446,36.13,26.2,0.0,0.09834168422578311,742438.2699617478
26.0,6.89,200,6.45,-2.9181407750026964,-91.82395269792221,6.45,3.89,0.0,2.3196698231276573,999376.7928929213
26.0,6.89,200,10.83,19.34913638146605,-90.80680050665654,10.83,10.94,0.0,0.5718270456579082,989843.66566067
26.0,6.89,200,16.15,36.16474781915221,-97.92235628619491,16.15,28.04,0.0,0.6224117458507231,991413.822909831
26.0,6.89,200,16.37,16.70065890860429,-90.06174714230902,16.37,6.8,0.0,0.1410716173079125,855736.3063072282
17.73,5.89,200,23.98,31.838026668870214,-104.56643745540353,23.98,26.47,0.0,1.004153427430041,996683.6187785451
17.73,5.89,200,23.61,27.579137412187357,-90.31069915871802,23.61,17.78,0.0,0.2007678473491227,923160.3426210653
17.73,5.89,200,17.76,15.11312016653125,-108.2757303236658,17.76,6.65,0.0,0.5617729437562307,989480.7362144511
17.73,5.89,200,4.45,43.88373413755478,-91.88604505428155,4.45,34.28,0.0,0.2824574253002524,959644.6164477848
17.73,5.89,200,19.45,30.660622926113344,-91.9353452393348,19.45,34.68,0.0,1.9844283628435977,999148.6682363094
25.55,1.75,200,18.27,33.275512461657684,-93.44732036854569,18.27,27.33,0.0,0.9340889048027258,996169.4373823605
25.55,1.75,200,11.47,12.71129369136911,-92.85332116149897,11.47,15.02,0.0,1.80376871929783,998969.7972956466
25.55,1.75,200,13.59,25.274865244291647,-103.95602777493794,13.59,15.28,0.0,0.03204744981159705,234373.18249035568
25.55,1.75,200,1.03,43.112785489872365,-93.82554369373707,1.03,38.44,0.0,1.084586242643461,997155.9055687066
25.55,1.75,200,37.73,38.04193616715946,-101.62351242864041,37.73,30.42,0.0,0.7041013238018529,993277.9444582082
25.86,18.97,200,15.28,30.289311937606765,-92.33385094493866,15.28,28.1,0.0,1.3500773709846325,998162.6146942759
25.86,18.97,200,14.14,8.804458964423326,-103.05969210388275,14.14,6.56,0.0,1.344421938664939,998147.1533439432
25.86,18.97,200,20.34,12.630684500315763,-107.73170943568553,20.34,4.93,0.0,0.6918478871091834,993039.3999613405
25.86,18.97,200,28.7,5.3395922028963225,-90.81865468688525,28.7,9.94,0.0,2.0488374531512195,999201.3059982049
25.86,18.97,200,1.19,26.799324298053282,-102.38665457936219,1.19,16.8,0.0,0.011625055323814616,38720.72440345364
14.98,1.37,200,2.26,38.270878173899206,-106.60360481410002,2.26,28.8,0.0,0.326758311804519,969534.567469127
14.98,1.37,200,26.56,8.91849207446554,-106.0284630876884,26.56,1.16,0.0,0.6827363572607882,992853.7122047803
14.98,1.37,200,19.54,18.140867469479204,-90.273811847068,19.54,8.33,0.0,0.19479822434500169,918767.0881765097
14.98,1.37,200,16.71,12.257429123262117,-90.73961158768145,16.71,6.64,0.0,0.9743053124094359,996478.041633702
14.98,1.37,200,13.04,21.539700104013168,-106.34680452163954,13.04,12.01,0.0,0.30790687073887363,965821.3239691699
8.78,35.16,200,25.85,25.6284480356232,-90.00052636688697,25.85,15.64,0.0,0.048071174717395575,407852.5308736642
8.78,35.16,200,34.02,8.652685330010632,-108.21794303053046,34.02,17.32,0.0,2.619407736071418,999511.1751826586
8.78,35.16,200,25.9,24.55383392972079,-108.295520269814,25.9,18.82,0.0,0.9601667316102018,996373.9367559128
8.78,35.16,200,18.08,38.31593631010388,-91.6915052018114,18.08,31.29,0.0,0.7917605247571036,994676.500236197
8.78,35.16,200,13.06,28.690476738848993,-90.04234277472504,13.06,21.91,0.0,0.8256931186752652,995102.9519995282
18.67,25.35,200,27.84,36.8501887620344,-106.53164288809025,27.84,26.86,0.0,0.044300886504266515,369070.5817319817
18.67,25.35,200,30.98,33.017378609216095,-98.56061223050636,30.98,38.93,0.0,2.203419269889511,999309.3542367027
18.67,25.35,200,22.0,22.981886178577064,-104.36528450895523,22.0,13.51,0.0,0.3264441211200915,969477.6864480311
18.67,25.35,200,0.91,20.277418533839977,-107.67101641579444,0.91,26.6,0.0,2.2552607328200356,999340.7163588085
18.67,25.35,200,8.05,27.465140093419656,-107.12077087493284,8.05,34.19,0.0,2.3083589584882698,999370.6752399146
33.17,5.15,200,30.41,33.7860566947097,-106.00999872355179,30.41,29.94,0.0,1.1760157318118407,997579.90265052
33.17,5.15,200,36.35,31.658590441197656,-90.06316852747733,36.35,25.59,0.0,0.9186935612657822,996040.4930040363
33.17,5.15,200,31.61,25.64083302535923,-93.99314210843143,31.61,19.51,0.0,0.9108387941550966,995972.1853472011
33.17,5.15,200,23.48,39.61488482504416,-95.6446332701129,23.48,29.74,0.0,0.1583521049514207,881991.532311795
33.17,5.15,200,25.41,30.14268501209006,-99.11021602046614,25.41,22.15,0.0,0.6447192844450701,991993.0329087989
4.56,1.07,200,10.74,3.3292532772999355,-103.1398880069478,10.74,12.79,0.0,2.811692434941,999575.7094230568
4.56,1.07,200,32.97,11.328861662659797,-100.20097890735452,32.97,1.76,0.0,0.2947108619929219,962808.413105152
4.56,1.07,200,21.87,12.721999150125464,-109.10525716393033,21.87,2.74,0.0,0.060010420725637614,517697.83814353956
4.56,1.07,200,4.3,36.10636981788395,-109.48043453694424,4.3,27.74,0.0,0.5796818127685938,990114.3355712622
4.56,1.07,200,22.1,37.709472107644274,-94.22195868872332,22.1,32.48,0.0,1.020491343020267,996788.6173124684
8.99,12.76,200,31.69,16.013795968833215,-108.84831665937897,31.69,6.55,0.0,0.3289576465955109,969928.3649714465
8.99,12.76,200,31.2,22.299304397407568,-95.6563197175218,31.2,12.42,0.0,0.15552438879157393,878188.7770389166
8.99,12.76,200,37.0,33.05952336951933,-109.51778739644459,37.0,23.85,0.0,0.4002789319605357,979489.6850554375
8.99,12.76,200,19.04,37.40052282496909,-90.46867318977631,19.04,27.55,0.0,0.17311906711950956,899324.6429267745
8.99,12.76,200,1.83,26.048102742585733,-103.54240189471267,1.83,16.05,0.0,0.01947982243450017,101610.4793917035
18.52,4.83,200,14.11,34.163302738403274,-90.35637293149277,14.11,25.32,0.0,0.48573879812479454,985979.5777426994
18.52,4.83,200,23.59,36.189466250309835,-93.72582244309895,23.59,26.21,0.0,0.0640948996231941,550456.1898640874
18.52,4.83,200,14.1,10.429542368449772,-109.27493585259556,14.1,9.96,0.0,1.523824819472997,998557.1386669276
18.52,4.83,200,6.61,16.144250513888,-100.04765184726034,6.61,6.22,0.0,0.12316274829554945,818882.9233394489
18.52,4.83,200,27.31,28.28229785268591,-104.89565937845617,27.31,30.49,0.0,1.7934004267117252,998957.8643530589
3.27,6.1,200,22.88,6.651445533505705,-100.43165538712705,22.88,14.15,0.0,2.418639888722295,999426.7168389702
3.27,6.1,200,27.21,16.519775168565943,-106.07952621978036,27.21,6.63,0.0,0.14861219373417064,868123.0744739766
3.27,6.1,200,4.37,28.861590469744765,-109.16050876515698,4.37,23.56,0.0,1.0120081945407264,996734.7308545093
3.27,6.1,200,28.98,10.342081881313657,-102.16155064120078,28.98,0.53,0.0,0.19416984297614684,918283.4928789875
3.27,6.1,200,21.21,23.028879118485115,-93.97636222471304,21.21,13.54,0.0,0.32110287948482535,968486.0904077904
24.29,7.69,200,8.41,7.524595219630506,-94.06391950903318,8.41,0.65,0.0,0.8128113006137409,994947.2937178853
24.29,7.69,200,20.1,19.97555034593055,-98.04643292993032,20.1,11.06,0.0,0.4700292639034234,985040.9814842545
24.29,7.69,200,34.5,37.96277438119978,-100.5954502312035,34.5,27.97,0.0,0.03801707281571807,301083.2627202306
24.29,7.69,200,29.5,31.162996514683943,-90.33079353037901,29.5,21.22,0.0,0.1068248327053235,772795.7023494598
24.29,7.69,200,3.8,31.147157634426478,-90.00001067177672,3.8,21.83,0.0,0.3716875796776403,976290.5930751293
34.07,36.36,200,35.94,33.76541633649741,-90.08665472902422,35.94,29.96,0.0,1.1804144013938247,997597.861561888
34.07,36.36,200,14.25,41.042535328311814,-91.59533472530215,14.25,32.63,0.0,0.5711986642890533,989821.534957397
34.07,36.36,200,16.68,7.415039641353483,-99.59490247598431,16.68,6.82,0.0,1.5112571920959001,998533.0779581937
34.07,36.36,200,31.27,29.81292900250125,-107.42217013483928,31.27,19.83,0.0,0.058439467303500504,504441.74181886786
34.07,36.36,200,4.36,22.03185079852325,-98.02303200289258,4.36,30.51,0.0,2.5826474259934096,999497.1701850243
18.21,15.99,200,11.04,12.098346074600542,-92.87798836578591,11.04,4.1,0.0,0.6437767123917878,991969.7579457309
18.21,15.99,200,22.96,29.067073713249037,-102.4969947873737,22.96,19.07,0.0,0.0241926827009115,148537.8806520491
18.21,15.99,200,26.96,20.06851368026898,-109.344434150765,26.96,20.29,0.0,1.59294677004703,998679.4716459556
18.21,15.99,200,24.37,33.8538491537529,-109.6669459400656,24.37,24.02,0.0,0.18254478765233223,908526.5081568339
18.21,15.99,200,21.71,35.660468067996376,-91.17496302559965,21.71,26.15,0.0,0.3141906844274221,967130.3080646408
37.64,33.43,200,21.52,12.532696309205146,-102.13968035654628,21.52,2.57,0.0,0.08640243821754107,689935.1587941424
37.64,33.43,200,34.89,40.35844112271714,-107.67917239036323,34.89,35.25,0.0,1.034629923819501,996875.5122969601
37.64,33.43,200,20.71,40.760109873308764,-90.02537319412149,20.71,34.11,0.0,0.8432877970032009,995304.2149144323
37.64,33.43,200,4.3,40.37398769756714,-104.77807360622724,4.3,31.05,0.0,0.3698024355710758,976054.0537438946
37.64,33.43,200,8.86,34.472151508797914,-106.55518500482961,8.86,39.33,0.0,2.0780571868029694,999223.5893986187
22.95,36.88,200,37.31,21.18473731070319,-100.9564106281566,37.31,11.38,0.0,0.1979401311892759,921123.6478893626
22.95,36.88,200,15.22,11.665367720192258,-92.70668870029962,15.22,20.81,0.0,2.7249758060390317,999548.2933285835
22.95,36.88,200,38.39,43.8199376692931,-99.64000716050673,38.39,34.52,0.0,0.37640043994405165,976866.9501152596
22.95,36.88,200,26.21,24.429027564786885,-104.33608665580056,26.21,34.17,0.0,2.913490216695485,999604.8236387064
22.95,36.88,200,1.93,34.58931412711769,-99.09382285825858,1.93,25.88,0.0,0.5137017690388351,987445.7665722934
26.93,14.03,200,38.66,0.0752623324180215,-106.41231659038729,38.66,7.28,0.0,2.3752815742713107,999405.6121197969
26.93,14.03,200,16.03,24.205074273967824,-108.48536217945524,16.03,14.32,0.0,0.15175410057844485,872840.0854199934
26.93,14.03,200,23.86,22.319249275839397,-94.45899465836244,23.86,12.32,0.0,0.012253436692669461,42835.72686856089
26.93,14.03,200,4.17,20.077999381769423,-90.4190633325383,4.17,10.77,0.0,0.3742011051530597,976600.6085242657
26.93,14.03,200,7.69,19.059998025684344,-95.45587711952166,7.69,9.06,0.0,0.0006283813688548441,117.67913298762869
30.06,18.94,200,12.26,14.483447605044931,-91.97689556014453,12.26,5.24,0.0,0.3914815927965679,978577.4888290251
30.06,18.94,200,36.67,19.905755166379898,-106.73484132109918,36.67,11.36,0.0,0.5460634095348595,988873.6149785575
30.06,18.94,200,1.46,35.83390927441977,-107.18007661905769,1.46,26.35,0.0,0.32267383290696244,968782.6408470981
30.06,18.94,200,27.18,38.493752586598035,-103.6022385085997,27.18,28.64,0.0,0.17123392301294502,897324.5912449567
30.06,18.94,200,18.34,35.39990396866255,-107.37933048458196,18.34,34.99,0.0,1.5297944424771182,998568.3607228897
10.79,24.19,200,11.08,14.944933677985293,-105.55569404510207,11.08,24.5,0.0,2.84216893133046,999584.7543749437
10.79,24.19,200,35.74,30.874607614793693,-109.9067352072737,35.74,22.96,0.0,0.6576011025065944,992301.2643526753
10.79,24.19,200,20.23,32.716235362829075,-95.28828006333367,20.23,31.93,0.0,1.4920915603458274,998495.2105310946
10.79,24.19,200,35.46,12.442381969675221,-90.00157712429598,35.46,6.67,0.0,0.9554538713437906,996338.2089283161
10.79,24.19,200,23.26,26.811581727993616,-105.57979746402238,23.26,34.84,0.0,2.502842992148844,999464.6159457912
21.53,3.78,200,23.44,39.41789664603167,-98.8144071771658,23.44,30.76,0.0,0.52407006162494,987931.6640183213
21.53,3.78,200,24.51,34.735977508982394,-97.15559014390007,24.51,31.05,0.0,1.193296219455349,997649.3214677223
21.53,3.78,200,24.22,33.78276770585576,-108.79803112695872,24.22,25.53,0.0,0.6001042072563761,990769.62234971
21.53,3.78,200,21.44,20.648880101766856,-98.77052588986594,21.44,16.89,0.0,1.1854414523446635,997618.1425148632
21.53,3.78,200,33.17,14.317698980515534,-97.96728559822509,33.17,4.89,0.0,0.3399543205504707,971788.3812082096
18.48,0.39,200,14.31,30.717850047219677,-103.41865152829492,14.31,20.72,0.0,0.020736585172209856,113606.8933470042
18.48,0.39,200,8.28,12.779506516256253,-105.13275144435967,8.28,3.49,0.0,0.37922815610389843,977202.8107388049
18.48,0.39,200,22.27,16.06922878591991,-92.36455664538542,22.27,12.07,0.0,1.1593636255371875,997510.0597699464
18.48,0.39,200,36.23,33.16165848570908,-107.16256937939205,36.23,25.73,0.0,0.7330068667691757,993794.4175430682
18.48,0.39,200,11.74,29.09987027758374,-90.18511941014806,11.74,19.61,0.0,0.32078868880039796,968426.2789212251
16.71,37.23,200,28.68,19.505972578809335,-109.63238849799019,28.68,20.58,0.0,1.6784066362112886,998810.3591207671
16.71,37.23,200,10.16,40.035096652145775,-90.0865156457,10.16,30.07,0.0,0.08357472205769427,675521.6988388577
16.71,37.23,200,6.57,40.15652972437588,-90.43175739096836,6.57,33.33,0.0,0.8194093049867167,995027.9320830283
16.71,37.23,200,15.1,2.098914483871553,-101.69279773864572,15.1,11.76,0.0,2.8805001948306055,999595.7256307603
16.71,37.23,200,12.61,11.567788717589508,-109.99009697641651,12.61,13.05,0.0,1.719565615871281,998866.5594963845
20.43,4.65,200,33.74,34.18434454228202,-108.13320342747318,33.74,24.67,0.0,0.3129339216897124,966874.5281039772
20.43,4.65,200,6.9,-0.1765845083762576,-92.66342835635504,6.9,5.36,0.0,2.1575474299631074,999279.6992922488
20.43,4.65,200,18.37,17.232823408445174,-102.06178497476397,18.37,7.44,0.0,0.20390975419339694,925334.5964559247
20.43,4.65,200,28.61,12.092115382552366,-90.75507327281674,28.61,18.27,0.0,2.236723482438818,999329.7519812419
20.43,4.65,200,20.62,32.537144053660896,-109.95891849835297,20.62,22.62,0.0,0.12881818061524306,831820.9562052621
14.74,2.37,200,15.32,19.75087198609276,-98.58690994228697,15.32,28.06,0.0,2.5515425482350946,999484.8442891344
14.74,2.37,200,12.84,34.62081299158801,-96.29777781208664,12.84,37.56,0.0,1.8691203816587338,999040.5038735842
14.74,2.37,200,39.07,15.584506721742512,-109.8918064133719,39.07,24.99,0.0,2.7950403286663468,999570.6419367384
14.74,2.37,200,39.25,9.15990500961205,-106.68037063228869,39.25,2.47,0.0,0.8379465553679346,995244.4470172599
14.74,2.37,200,39.46,6.0850959915735565,-91.18343037855615,39.46,11.4,0.0,2.131155412471204,999261.7639325348
36.61,7.83,200,13.88,7.725160538525531,-98.45514157096117,13.88,2.66,0.0,1.0396569747703397,996905.5608113476
36.61,7.83,200,15.37,20.53616820862076,-91.97180088799193,15.37,10.61,0.0,0.12159179487341235,815043.8558894153
36.61,7.83,200,14.29,39.89942891544604,-99.06546589666567,14.29,30.15,0.0,0.22433214868117937,937499.3331965922
36.61,7.83,200,39.47,25.188467654905406,-95.3074277950389,39.47,15.99,0.0,0.4031066481203825,979770.6259121629
36.61,7.83,200,28.03,30.854714794582684,-106.12355307609522,28.03,20.87,0.0,0.055297560459226285,476827.1341889941
26.26,2.89,200,13.77,23.63773058035298,-91.11219220825194,13.77,16.16,0.0,0.7260946717117724,993676.457036629
26.26,2.89,200,3.98,27.510883995994377,-107.81411289758901,3.98,21.22,0.0,0.8904163996673141,995786.0957929257
26.26,2.89,200,18.33,28.712696309205146,-101.17888052621768,18.33,18.75,0.0,0.08640243821754107,689935.1587941424
26.26,2.89,200,25.23,20.053008961764952,-109.98120008685392,25.23,10.8,0.0,0.3889680673211485,978305.7550767509
26.26,2.89,200,21.17,7.778550749940598,-109.68021058656502,21.17,8.94,0.0,1.6872039753752566,998822.7172649145
28.5,22.62,200,6.66,23.339928924718144,-109.83244757561148,6.66,13.34,0.0,0.003770288213129065,4219.070111671113
28.5,22.62,200,2.97,35.654352763372366,-95.73458450732237,2.97,25.68,0.0,0.07163547604945224,604670.7902754669
28.5,22.62,200,7.87,8.161691280430048,-109.23368820179837,7.87,12.25,0.0,1.9919689392698559,999155.0953727581
28.5,22.62,200,20.35,41.57697243893498,-101.01563132619957,20.35,32.48,0.0,0.4282419028745763,982034.2034909986
